Age,Gender,Married,Dependents,Education,Employment_Type,Monthly_Income,Monthly_Expenses,Existing_EMI,Savings,Credit_Score,Credit_History,Loan_Type,Loan_Amount,Loan_Tenure,Property_Area,Debt_Ratio,Savings_Ratio,Financial_Score,Loan_Status
45,Male,No,2,Not Graduate,Business,100520,24821,23852,1459469,447,0,Vehicle,4205951,300,Urban,0.48,14.52,59.36,Rejected
50,Male,No,2,Graduate,Business,74069,14533,14755,425695,738,1,Home,2306824,120,Rural,0.4,5.75,65.39,Approved
56,Male,Yes,1,Not Graduate,Self Employed,197455,93097,33939,466534,516,0,Vehicle,291740,120,Urban,0.64,2.36,46.26,Rejected
27,Female,No,2,Not Graduate,Government,198503,94777,47676,72607,430,1,Personal,3422916,240,Semiurban,0.72,0.37,36.25,Rejected
54,Female,Yes,3,Not Graduate,Private,98030,37388,13682,997824,395,1,Education,2168740,120,Rural,0.52,10.18,55.85,Approved
58,Female,Yes,0,Graduate,Business,68548,25343,4804,995038,690,0,Home,965397,180,Semiurban,0.44,14.52,70.21,Rejected
57,Female,Yes,3,Not Graduate,Private,170145,93691,27173,487840,563,1,Vehicle,160588,120,Rural,0.71,2.87,46.25,Rejected
57,Female,No,2,Not Graduate,Business,134158,53234,13001,166209,781,0,Education,1922009,60,Urban,0.49,1.24,57.74,Rejected
30,Male,Yes,1,Not Graduate,Private,119659,54288,7256,1442137,471,1,Education,3968862,120,Rural,0.51,12.05,60.29,Approved
32,Male,Yes,2,Not Graduate,Business,167922,33026,39216,146968,736,1,Personal,905626,300,Urban,0.43,0.88,58.27,Approved
23,Male,No,4,Not Graduate,Self Employed,208743,100323,1501,937706,512,0,Education,2696624,180,Semiurban,0.49,4.49,55.46,Rejected
56,Male,No,4,Not Graduate,Business,185177,41620,5987,1025742,741,0,Personal,1759497,240,Urban,0.26,5.54,73.71,Approved
47,Female,No,4,Graduate,Government,94858,27942,16083,527838,578,1,Education,4920500,180,Semiurban,0.46,5.56,56.69,Approved
52,Male,Yes,4,Not Graduate,Government,215087,106055,51536,692794,433,0,Vehicle,3363093,240,Semiurban,0.73,3.22,42.31,Rejected
26,Male,No,4,Not Graduate,Self Employed,136009,16871,32929,505744,755,1,Home,2314785,180,Urban,0.37,3.72,65.45,Approved
59,Female,No,4,Graduate,Government,123565,25675,24474,688156,359,0,Home,478148,300,Rural,0.41,5.57,49.86,Rejected
58,Female,No,3,Graduate,Business,78272,24540,7608,761466,557,1,Vehicle,1583140,60,Urban,0.41,9.73,65.02,Approved
27,Female,No,0,Graduate,Self Employed,36645,5167,8537,1154838,346,0,Vehicle,2703332,240,Rural,0.37,31.51,55.62,Rejected
39,Female,No,0,Not Graduate,Government,75558,36256,13184,554330,751,1,Education,3709723,300,Urban,0.65,7.34,61.44,Approved
26,Female,Yes,1,Graduate,Government,232989,93612,2901,508576,888,1,Vehicle,3045641,300,Semiurban,0.41,2.18,70.72,Approved
53,Male,Yes,0,Not Graduate,Government,102275,39153,19732,474751,520,0,Vehicle,1199093,300,Semiurban,0.58,4.64,49.21,Rejected
46,Male,Yes,1,Not Graduate,Business,216400,5042,50228,64341,471,1,Education,1719193,300,Urban,0.26,0.3,52.52,Approved
27,Male,Yes,1,Not Graduate,Business,244434,127079,6204,1146608,394,1,Personal,3327658,60,Rural,0.55,4.69,50.31,Approved
39,Male,Yes,3,Not Graduate,Government,249923,98386,22022,263365,889,0,Home,4935095,240,Rural,0.48,1.05,67.16,Rejected
49,Male,No,3,Graduate,Self Employed,22041,5187,5259,662610,451,0,Home,4785034,180,Urban,0.47,30.06,56.71,Rejected
52,Male,No,0,Graduate,Private,74404,14207,2432,418343,586,1,Home,1230525,60,Rural,0.22,5.62,63.56,Approved
37,Male,Yes,1,Not Graduate,Government,143518,70015,23803,1105028,869,1,Education,1396035,240,Semiurban,0.65,7.7,70.15,Approved
55,Male,No,3,Graduate,Government,201011,28765,27165,285373,333,0,Personal,3357545,300,Semiurban,0.28,1.42,47.33,Rejected
25,Female,No,3,Graduate,Private,48879,8862,9082,915176,349,0,Personal,1118702,120,Rural,0.37,18.72,56.45,Rejected
35,Male,Yes,0,Graduate,Business,113631,43254,24429,1075287,807,0,Personal,3700315,120,Urban,0.6,9.46,71.47,Approved
28,Female,No,4,Not Graduate,Government,241726,10285,57768,1231960,696,0,Education,4693374,60,Semiurban,0.28,5.1,72.35,Approved
43,Male,No,1,Graduate,Government,56957,29724,802,465401,732,0,Personal,3496951,180,Urban,0.54,8.17,65.08,Rejected
56,Male,No,2,Not Graduate,Government,249754,146850,45971,168076,811,0,Vehicle,419950,300,Urban,0.77,0.67,54.22,Rejected
38,Female,No,2,Not Graduate,Business,27821,11618,94,1248625,640,0,Education,1204804,240,Semiurban,0.42,44.88,66.93,Rejected
42,Female,No,4,Graduate,Business,169814,90702,2662,1031547,564,0,Vehicle,755771,180,Urban,0.55,6.07,57.51,Rejected
60,Male,No,4,Not Graduate,Self Employed,245285,121146,59487,914037,483,1,Home,4576614,180,Semiurban,0.74,3.73,46.64,Rejected
46,Female,Yes,4,Not Graduate,Private,31769,6568,3200,609137,807,0,Education,1135680,240,Semiurban,0.31,19.17,77.91,Rejected
45,Female,Yes,1,Not Graduate,Private,179580,63456,25433,187843,423,1,Education,1250124,300,Semiurban,0.49,1.05,43.23,Rejected
48,Male,Yes,2,Graduate,Business,231789,109863,57418,1160060,722,1,Personal,1148038,240,Semiurban,0.72,5.0,59.72,Approved
45,Male,No,3,Not Graduate,Government,61454,7061,14693,773201,809,0,Home,827602,120,Semiurban,0.35,12.58,77.79,Approved
30,Female,Yes,1,Not Graduate,Private,109540,59250,24339,828472,334,0,Vehicle,4482884,300,Semiurban,0.76,7.56,41.46,Rejected
59,Female,Yes,3,Graduate,Government,114887,67638,27827,128626,647,0,Personal,3119735,120,Semiurban,0.83,1.12,40.66,Rejected
33,Male,Yes,0,Not Graduate,Business,128451,7183,10793,1294756,535,1,Home,2131724,120,Urban,0.14,10.08,74.72,Approved
28,Male,Yes,1,Not Graduate,Business,215079,34651,47548,238595,583,0,Vehicle,359785,300,Semiurban,0.38,1.11,55.27,Rejected
53,Male,No,1,Not Graduate,Self Employed,175121,104884,35651,326943,611,0,Home,910917,60,Semiurban,0.8,1.87,43.82,Rejected
54,Male,Yes,0,Graduate,Self Employed,183239,79167,44659,1094321,382,0,Personal,457645,300,Semiurban,0.68,5.97,45.98,Rejected
30,Female,Yes,3,Not Graduate,Self Employed,156136,85812,28522,465175,640,1,Education,3888786,180,Semiurban,0.73,2.98,48.68,Approved
29,Female,Yes,2,Graduate,Private,216342,104247,32374,1323794,452,1,Vehicle,2578226,120,Urban,0.63,6.12,52.04,Approved
41,Male,No,0,Graduate,Self Employed,157989,94071,36510,401257,866,0,Vehicle,486399,120,Semiurban,0.83,2.54,55.09,Rejected
42,Female,Yes,4,Graduate,Self Employed,61638,5233,4292,935642,706,1,Education,3285078,240,Rural,0.15,15.18,79.21,Approved
23,Male,No,2,Not Graduate,Self Employed,40717,9239,911,1322332,783,1,Home,706120,120,Rural,0.25,32.48,78.95,Approved
45,Female,Yes,0,Not Graduate,Private,123843,21828,3122,1387130,335,1,Vehicle,789539,180,Semiurban,0.2,11.2,63.8,Approved
35,Male,Yes,0,Not Graduate,Government,92709,23753,11648,308501,691,1,Vehicle,3970175,180,Semiurban,0.38,3.33,59.62,Approved
34,Male,Yes,4,Not Graduate,Government,232539,37107,44795,770059,532,0,Home,2420519,300,Semiurban,0.35,3.31,59.0,Rejected
31,Female,No,0,Graduate,Government,216609,10991,48910,442059,609,0,Vehicle,2629399,300,Rural,0.28,2.04,61.52,Approved
52,Female,No,4,Not Graduate,Government,212325,74557,34307,1072392,394,1,Education,550362,120,Urban,0.51,5.05,50.72,Approved
44,Male,No,4,Not Graduate,Private,139627,62292,14391,1089968,430,1,Vehicle,4993674,60,Urban,0.55,7.81,53.83,Approved
34,Male,Yes,1,Graduate,Private,248312,89277,17304,1177584,341,1,Personal,2531335,240,Urban,0.43,4.74,51.7,Approved
28,Female,Yes,3,Not Graduate,Business,140542,66813,32530,546531,306,1,Personal,1955392,240,Semiurban,0.71,3.89,35.79,Rejected
47,Female,No,0,Graduate,Self Employed,118992,23251,5310,1162645,458,0,Home,4619497,120,Urban,0.24,9.77,67.46,Rejected
58,Male,No,4,Graduate,Self Employed,165646,39287,28859,290312,736,1,Home,1827973,120,Urban,0.41,1.75,60.5,Approved
40,Female,No,4,Graduate,Government,125459,57545,21631,842763,333,1,Vehicle,2042911,60,Urban,0.63,6.72,44.32,Approved
33,Female,No,1,Not Graduate,Business,171592,78717,6001,245856,833,1,Education,3048462,60,Urban,0.49,1.43,61.94,Approved
37,Male,Yes,0,Not Graduate,Private,142600,78050,5789,1003713,319,1,Home,3256337,180,Rural,0.59,7.04,46.32,Approved
54,Male,Yes,3,Not Graduate,Business,114746,53372,26878,1168644,681,1,Home,714478,300,Urban,0.7,10.18,63.88,Approved
52,Male,Yes,1,Not Graduate,Private,200708,56626,22049,1218380,808,0,Education,3453338,240,Semiurban,0.39,6.07,74.32,Approved
54,Female,No,3,Not Graduate,Private,114602,56662,18317,901594,373,0,Vehicle,849092,240,Semiurban,0.65,7.87,47.27,Rejected
59,Male,No,1,Graduate,Business,66964,33334,16101,283211,496,0,Personal,4210489,240,Urban,0.74,4.23,41.03,Rejected
44,Male,Yes,0,Graduate,Government,78705,44963,3482,711103,615,0,Vehicle,2474469,120,Rural,0.62,9.04,60.09,Rejected
33,Female,No,3,Graduate,Government,88563,43340,19782,36772,389,0,Education,915782,240,Semiurban,0.71,0.42,30.28,Rejected
50,Male,No,4,Graduate,Business,146145,34382,34754,1397225,327,1,Education,4900765,240,Semiurban,0.47,9.56,55.31,Approved
35,Female,No,1,Graduate,Self Employed,50977,6476,2969,416158,769,0,Education,2663161,120,Rural,0.19,8.16,76.99,Approved
32,Male,No,4,Not Graduate,Self Employed,61479,34353,4373,771417,780,0,Vehicle,3135936,240,Rural,0.63,12.55,68.23,Rejected
33,Male,No,3,Graduate,Government,50312,27324,5499,656456,398,1,Education,1824714,120,Rural,0.65,13.05,50.13,Rejected
47,Male,No,4,Not Graduate,Self Employed,153270,77328,35129,1353961,863,1,Personal,393042,300,Semiurban,0.73,8.83,70.14,Approved
59,Female,Yes,2,Not Graduate,Self Employed,245966,81898,54347,455724,499,1,Vehicle,2377858,240,Urban,0.55,1.85,49.1,Rejected
31,Female,Yes,1,Not Graduate,Self Employed,240111,134183,43113,899815,659,1,Vehicle,2908327,300,Semiurban,0.74,3.75,54.24,Approved
45,Female,No,4,Not Graduate,Self Employed,215187,15263,22863,751517,544,1,Education,2220150,180,Rural,0.18,3.49,64.45,Approved
23,Male,No,0,Not Graduate,Private,136046,69900,11118,1269372,305,1,Education,2740906,120,Rural,0.6,9.33,49.79,Approved
60,Female,No,0,Graduate,Self Employed,230955,96592,18327,1171750,333,1,Personal,3242351,120,Rural,0.5,5.07,49.26,Approved
34,Male,No,3,Graduate,Private,209167,84582,7921,529411,716,1,Vehicle,4502858,60,Rural,0.44,2.53,61.98,Approved
38,Male,No,1,Not Graduate,Private,34512,18155,4502,193209,660,0,Education,1932268,120,Rural,0.66,5.6,52.22,Rejected
37,Male,No,0,Graduate,Private,126852,52312,16925,493311,845,1,Education,1827847,120,Semiurban,0.55,3.89,64.03,Approved
46,Female,No,3,Not Graduate,Self Employed,246431,118215,48861,88313,553,0,Home,4174283,120,Rural,0.68,0.36,44.81,Rejected
60,Female,No,0,Not Graduate,Private,225143,12036,46446,1217049,590,0,Personal,844807,60,Urban,0.26,5.41,68.25,Approved
52,Female,Yes,3,Graduate,Business,50142,17836,4899,1095796,568,1,Education,4846118,240,Urban,0.45,21.85,63.65,Rejected
54,Male,Yes,0,Not Graduate,Government,89097,21489,7043,684091,757,1,Vehicle,4068301,300,Rural,0.32,7.68,72.96,Approved
34,Female,Yes,2,Graduate,Self Employed,28311,8042,6230,990087,329,1,Education,2902802,240,Semiurban,0.5,34.97,50.63,Rejected
24,Female,Yes,4,Graduate,Private,177211,28898,15673,847029,397,0,Personal,1168507,120,Semiurban,0.25,4.78,56.75,Rejected
50,Female,No,4,Not Graduate,Government,203470,101523,13572,531059,810,1,Education,175342,180,Rural,0.57,2.61,62.39,Approved
53,Male,No,4,Graduate,Government,184618,110204,26506,1354651,672,0,Personal,3684584,180,Urban,0.74,7.34,59.71,Rejected
52,Male,No,4,Graduate,Business,135701,74587,17622,1084350,500,0,Home,2233266,300,Semiurban,0.68,7.99,53.25,Rejected
50,Male,No,2,Not Graduate,Government,247534,81298,57517,560125,432,1,Home,4412354,60,Rural,0.56,2.26,46.8,Approved
21,Male,Yes,3,Graduate,Self Employed,230655,72195,16102,183449,738,1,Vehicle,4315911,180,Semiurban,0.38,0.8,62.13,Approved
38,Male,No,4,Graduate,Government,72403,17202,1103,977138,680,1,Personal,2971235,120,Semiurban,0.25,13.5,75.53,Approved
60,Male,Yes,2,Graduate,Private,238472,14899,58912,283318,711,1,Home,1936642,60,Rural,0.31,1.19,64.23,Approved
31,Male,No,3,Not Graduate,Business,20843,7005,240,933096,420,1,Vehicle,604334,120,Rural,0.35,44.77,59.07,Rejected
50,Male,Yes,0,Graduate,Private,247116,98659,14090,205911,871,1,Personal,284479,180,Urban,0.46,0.83,66.57,Approved
33,Male,Yes,0,Not Graduate,Private,231746,19540,19723,1118020,427,0,Home,569055,180,Semiurban,0.17,4.82,62.81,Rejected
54,Female,No,1,Not Graduate,Self Employed,218308,113076,31812,1268297,757,0,Home,2372434,180,Rural,0.66,5.81,64.09,Approved
41,Male,Yes,2,Graduate,Private,147407,24049,12307,1090494,441,1,Vehicle,1203136,300,Semiurban,0.25,7.4,62.89,Approved
27,Female,Yes,2,Not Graduate,Self Employed,199715,59893,34594,1112994,381,1,Vehicle,444089,120,Urban,0.47,5.57,51.87,Approved
53,Male,No,4,Not Graduate,Business,88629,37886,14859,823025,405,1,Personal,2567686,300,Rural,0.6,9.29,52.26,Approved
39,Male,No,0,Graduate,Business,95525,31687,23325,619182,342,0,Vehicle,324497,240,Semiurban,0.58,6.48,44.71,Rejected
59,Female,No,2,Graduate,Business,245690,92199,33312,1081182,379,0,Home,1379626,240,Semiurban,0.51,4.4,50.15,Rejected
42,Female,No,3,Not Graduate,Self Employed,91174,29386,18822,387318,678,1,Personal,1158567,120,Rural,0.53,4.25,56.41,Approved
49,Male,No,4,Graduate,Self Employed,176273,66595,40350,90818,317,1,Personal,2490944,180,Semiurban,0.61,0.52,33.97,Rejected
59,Female,No,4,Not Graduate,Self Employed,89507,52161,3457,925148,736,0,Home,4828153,180,Semiurban,0.62,10.34,67.65,Rejected
52,Male,Yes,2,Not Graduate,Private,110048,64089,978,363906,761,1,Education,2310460,300,Rural,0.59,3.31,57.1,Approved
22,Female,No,0,Graduate,Private,148665,24336,31632,843200,669,0,Personal,2474200,180,Urban,0.38,5.67,65.73,Approved
33,Female,Yes,3,Graduate,Government,108862,23541,11945,715460,869,0,Vehicle,3062790,180,Rural,0.33,6.57,76.34,Approved
42,Female,No,1,Graduate,Self Employed,166340,91974,14069,436848,681,1,Education,3579269,300,Urban,0.64,2.63,53.05,Approved
56,Female,Yes,2,Graduate,Government,151790,59706,3330,625940,505,0,Education,844861,180,Semiurban,0.42,4.12,54.3,Rejected
51,Female,Yes,0,Not Graduate,Private,78475,30622,18218,814709,347,0,Personal,3625178,60,Rural,0.62,10.38,49.89,Rejected
57,Female,Yes,0,Graduate,Business,117466,56777,24984,1167350,501,0,Personal,1006195,180,Urban,0.7,9.94,55.96,Rejected
32,Male,Yes,3,Not Graduate,Government,28645,15012,5801,408164,543,0,Education,2138379,240,Rural,0.73,14.25,53.48,Rejected
23,Male,Yes,1,Not Graduate,Private,191673,13229,36673,1126305,516,1,Vehicle,3873151,300,Urban,0.26,5.88,64.54,Approved
47,Female,No,3,Graduate,Business,241072,40419,48440,26571,856,0,Vehicle,4399191,60,Urban,0.37,0.11,66.85,Approved
39,Male,No,3,Not Graduate,Self Employed,92900,14758,13534,653729,581,0,Vehicle,3984764,300,Urban,0.3,7.04,64.48,Rejected
31,Female,No,3,Graduate,Self Employed,175682,90354,21447,1096918,395,1,Education,2636318,180,Rural,0.64,6.24,47.98,Approved
57,Male,No,3,Not Graduate,Government,100204,21858,12583,1288968,522,1,Home,870505,180,Semiurban,0.34,12.86,66.9,Approved
48,Female,No,1,Graduate,Business,22683,7500,5133,804515,897,0,Education,2350403,300,Semiurban,0.56,35.47,74.07,Rejected
45,Female,Yes,0,Graduate,Private,171136,24122,15924,1404583,439,1,Education,4799171,240,Urban,0.23,8.21,65.75,Approved
32,Male,Yes,3,Graduate,Private,147394,78137,17684,121639,696,0,Home,4417458,240,Semiurban,0.65,0.83,48.98,Rejected
40,Female,No,4,Graduate,Government,89598,26607,10743,1234991,694,1,Education,3450363,180,Semiurban,0.42,13.78,71.92,Approved
53,Female,Yes,0,Not Graduate,Business,37590,9317,6481,1346308,790,1,Vehicle,2242855,300,Semiurban,0.42,35.82,74.01,Approved
34,Female,Yes,1,Not Graduate,Government,116375,31940,3518,545528,744,1,Home,2208144,180,Urban,0.3,4.69,67.96,Approved
23,Male,No,1,Graduate,Self Employed,136149,37775,29878,219195,677,0,Personal,2193463,180,Urban,0.5,1.61,53.85,Rejected
57,Male,No,0,Not Graduate,Self Employed,118059,18275,7714,479338,624,1,Personal,4658562,60,Rural,0.22,4.06,63.97,Approved
37,Male,Yes,1,Not Graduate,Self Employed,127677,31845,6100,1037538,348,1,Home,1838180,120,Rural,0.3,8.13,57.91,Approved
27,Male,No,0,Graduate,Self Employed,31329,5625,2978,326882,429,0,Vehicle,3032420,240,Rural,0.27,10.43,62.08,Rejected
39,Female,No,4,Graduate,Business,242100,39787,31003,49731,484,1,Education,902643,60,Semiurban,0.29,0.21,52.83,Approved
34,Female,Yes,0,Not Graduate,Government,184498,68436,31400,778145,426,0,Personal,3691219,60,Urban,0.54,4.22,48.51,Rejected
59,Male,Yes,0,Not Graduate,Self Employed,95366,27226,6591,974483,412,1,Education,2106611,120,Urban,0.35,10.22,61.49,Approved
39,Male,Yes,4,Graduate,Self Employed,93925,21312,2850,386680,723,1,Education,3047673,240,Urban,0.26,4.12,66.41,Approved
32,Male,Yes,3,Graduate,Self Employed,113271,27266,16717,56495,728,0,Vehicle,3905820,180,Semiurban,0.39,0.5,56.23,Rejected
42,Male,No,3,Graduate,Government,196803,36713,26554,1329227,784,0,Home,3914254,180,Urban,0.32,6.75,76.58,Approved
21,Male,No,3,Not Graduate,Government,131743,5359,20919,979639,377,0,Home,798176,300,Urban,0.2,7.44,60.91,Approved
45,Female,Yes,1,Graduate,Business,229567,54184,37640,491582,536,0,Vehicle,2387098,300,Semiurban,0.4,2.14,55.29,Rejected
58,Female,Yes,3,Not Graduate,Self Employed,234355,19697,28990,1229874,603,0,Home,1008259,300,Urban,0.21,5.25,70.44,Approved
23,Male,No,1,Not Graduate,Business,128072,74248,25694,711136,638,0,Personal,1296924,60,Semiurban,0.78,5.55,51.17,Rejected
25,Male,No,2,Graduate,Business,45828,6635,9941,474220,494,1,Education,3162049,120,Urban,0.36,10.35,62.94,Rejected
47,Male,Yes,0,Not Graduate,Self Employed,205773,106219,24137,1477802,609,0,Education,544052,60,Rural,0.63,7.18,60.66,Rejected
55,Female,Yes,3,Not Graduate,Private,138184,63847,2163,1351731,450,0,Education,189959,180,Semiurban,0.48,9.78,60.76,Rejected
24,Male,Yes,2,Graduate,Private,246127,60618,60321,1326143,878,1,Personal,3867162,300,Semiurban,0.49,5.39,74.9,Approved
45,Male,No,3,Not Graduate,Business,29649,10809,4950,207958,805,0,Home,356075,60,Urban,0.53,7.01,65.05,Rejected
43,Female,Yes,3,Graduate,Private,208081,90257,4825,1033674,516,1,Vehicle,4290677,60,Rural,0.46,4.97,57.48,Approved
59,Female,No,0,Not Graduate,Business,204603,99027,41253,630789,663,0,Vehicle,4889340,120,Semiurban,0.69,3.08,53.25,Rejected
50,Male,No,3,Not Graduate,Government,171138,39204,25687,387333,312,1,Vehicle,3668334,120,Rural,0.38,2.26,43.86,Approved
32,Female,Yes,4,Graduate,Self Employed,26833,7108,5173,1389187,692,0,Personal,4806957,240,Rural,0.46,51.77,68.1,Rejected
22,Male,Yes,4,Graduate,Self Employed,239791,5846,38511,1371792,369,1,Personal,4761945,60,Rural,0.18,5.72,61.88,Approved
50,Male,Yes,1,Graduate,Self Employed,200956,58243,43697,362507,840,0,Vehicle,4494647,240,Semiurban,0.51,1.8,63.76,Rejected
52,Female,Yes,0,Not Graduate,Self Employed,55161,27860,6319,1072250,432,0,Personal,4824196,180,Semiurban,0.62,19.44,52.82,Rejected
59,Female,No,3,Graduate,Self Employed,137859,31513,20836,1257021,670,1,Personal,1502899,120,Urban,0.38,9.12,72.14,Approved
43,Male,Yes,2,Not Graduate,Private,244259,125471,52237,602045,843,0,Vehicle,476512,60,Semiurban,0.73,2.46,60.34,Rejected
43,Male,No,3,Not Graduate,Self Employed,187500,66981,12395,771488,854,0,Home,1047960,240,Rural,0.42,4.11,70.98,Approved
52,Female,No,2,Not Graduate,Self Employed,179177,36294,24498,1298110,641,1,Home,4605076,120,Semiurban,0.34,7.24,69.97,Approved
45,Female,Yes,1,Not Graduate,Private,222642,9731,55204,178304,504,0,Education,2232155,240,Rural,0.29,0.8,54.16,Rejected
57,Male,Yes,3,Not Graduate,Government,171343,16671,37263,891283,899,0,Home,3200101,120,Rural,0.31,5.2,77.77,Approved
23,Male,Yes,1,Not Graduate,Private,30382,10258,5254,834841,843,0,Education,3236593,120,Urban,0.51,27.48,73.36,Rejected
42,Female,Yes,3,Graduate,Government,55586,24602,11067,590419,862,1,Vehicle,4126988,300,Urban,0.64,10.62,71.28,Approved
28,Male,Yes,3,Graduate,Business,215561,53285,8009,958033,536,0,Home,1252971,300,Urban,0.28,4.44,62.8,Rejected
26,Female,No,4,Not Graduate,Business,22116,9002,4650,1375293,583,1,Vehicle,565407,180,Semiurban,0.62,62.19,58.28,Rejected
51,Female,No,4,Graduate,Self Employed,98815,18358,2430,273274,608,0,Vehicle,2778187,120,Semiurban,0.21,2.77,60.19,Rejected
36,Male,Yes,2,Not Graduate,Business,28298,14627,1152,973488,461,0,Vehicle,4424908,60,Rural,0.56,34.4,54.89,Rejected
33,Female,No,3,Not Graduate,Self Employed,68877,21815,6457,428313,890,0,Education,4594959,240,Semiurban,0.41,6.22,72.43,Rejected
21,Female,No,0,Not Graduate,Business,79724,42959,8932,567889,408,0,Personal,231210,180,Urban,0.65,7.12,46.04,Rejected
52,Female,No,4,Graduate,Business,92982,43308,4923,250610,301,0,Personal,4335659,300,Rural,0.52,2.7,36.93,Rejected
60,Female,Yes,1,Graduate,Private,116917,34379,10517,450689,841,1,Personal,945114,60,Semiurban,0.38,3.85,68.24,Approved
52,Male,Yes,2,Not Graduate,Business,123709,11974,21070,204004,721,1,Home,3324146,120,Semiurban,0.27,1.65,62.28,Approved
